Zeitraum,Bibliothek,Entleihungen,Besucher,aktivierte Ausweise
2017-11,Fahrbibliothek,9011.0,3774.0,176.0
2017-11,Gohlis,24707.0,8329.0,355.0
2017-11,Grünau-Mitte,5492.0,2203.0,49.0
2017-11,Grünau-Nord,5642.0,1775.0,32.0
2017-11,Grünau-Süd,4502.0,1441.0,40.0
2017-11,Holzhausen,2599.0,507.0,13.0
2017-11,Lützschena-Stahmeln,1498.0,0.0,5.0
2017-11,Mockau,4363.0,2043.0,56.0
2017-11,Onleihe,14294.0,13052.0,
2017-11,Paunsdorf,11884.0,3552.0,153.0
2017-11,Plagwitz,22296.0,7811.0,270.0
2017-11,Reudnitz,6315.0,2496.0,83.0
2017-11,Schönefeld,6007.0,2971.0,78.0
2017-11,Stadtbibliothek,254095.0,50033.0,1606.0
2017-11,Südvorstadt,25015.0,8145.0,210.0
2017-11,Volkmarsdorf,3069.0,1506.0,40.0
2017-11,Wiederitzsch,4391.0,2318.0,22.0
2017-12,Buchsommer,0.0,,
2017-12,Böhlitz-Ehrenberg,13155.0,1694.0,14.0
2017-12,Fahrbibliothek,21114.0,2390.0,34.0
2017-12,Gohlis,62309.0,6544.0,70.0
2017-12,Grünau-Mitte,6071.0,1653.0,13.0
2017-12,Grünau-Nord,12703.0,1490.0,18.0
2017-12,Grünau-Süd,15057.0,1476.0,15.0
2017-12,Holzhausen,4669.0,342.0,7.0
2017-12,Lützschena-Stahmeln,3627.0,556.0,6.0
2017-12,Mockau,9474.0,2258.0,24.0
2017-12,Onleihe,13666.0,12559.0,
2017-12,Paunsdorf,25878.0,3002.0,53.0
2017-12,Plagwitz,49172.0,6284.0,63.0
2017-12,Reudnitz,18242.0,2099.0,26.0
2017-12,Schönefeld,14231.0,2102.0,9.0
2017-12,Stadtbibliothek,402073.0,40348.0,423.0
2017-12,Südvorstadt,66143.0,6150.0,61.0
2017-12,Volkmarsdorf,8329.0,1450.0,10.0
2017-12,Wiederitzsch,6700.0,1568.0,4.0
